DISTRICT_NAME,COUNTY_NAME,FIELD_NAME,OPERATOR_NAME,OPERATOR_NO,LEASE_NAME,OG_CODE,LEASE_ID,WELL_NO,API,WB_Months_Inactive
01,GUADALUPE,DUNLAP,B.O. OIL COMPANY,040830,"TURNER, JESSE, JR., ETAL",O,00515,2A,18780008,273
01,GUADALUPE,DUNLAP,B.O. OIL COMPANY,040830,"TURNER, JESSE, JR., ETAL",O,00515,3A,18780010,273
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,VICARS,O,00516,1,17982587,21
03,JEFFERSON,"BIG HILL, WEST(HACKBERRY 9600)",WAYHAN OIL COMPANY,902580,ADAMS & HAGGARTY FEE,G,005324,6 H,24580039,279
03,WHARTON,BOLING,"DUDERSTADT, A. R.",229760,"UECKERT, C. J.",O,00534,2,48100798,93
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",O,00536,1,00912996,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",O,00536,10,00982014,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",O,00536,14A,00939137,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",O,00536,2A,00934258,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",O,00536,3A,00934259,48
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -F-",O,00536,4A,00934479,255
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",O,00541,3,17905682,29
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",O,00541,5,17982675,29
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",O,00541,6W,17905684,33
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",O,00541,9,17982678,29
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",O,00541,10,17982679,29
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",O,00541,11,17982680,29
01,BEXAR,ESPADA MISSION,"KERR, JONATHAN ALLAN",457651,DIAZ,O,00564,1,02980101,279
01,BEXAR,ESPADA MISSION,"KERR, JONATHAN ALLAN",457651,DIAZ,O,00564,2,02980102,279
01,BEXAR,ESPADA MISSION,"KERR, JONATHAN ALLAN",457651,DIAZ,O,00564,3,02980103,279
01,LIVE OAK,EZZELL,SAN CAJO OIL COMPANY,745910,COQUAT,O,00568,3,29780216,216
01,LIVE OAK,EZZELL,SAN CAJO OIL COMPANY,745910,COQUAT,O,00568,8,29780217,216
01,LIVE OAK,EZZELL,SAN CAJO OIL COMPANY,745910,COQUAT,O,00568,10,29780218,216
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,4,05904444,89
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,7,05980923,73
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,A  1,05902510,98
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,A  3,05902512,62
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,2,05980921,89
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,1,05937012,63
7B,CALLAHAN,EGN (KING SAND),MOUNT VERNON ENERGY LLC,591977,JEFFREY,O,00606,3,05937014,63
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,12L,00941300,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,11L,00941264,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,9,00941196,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,10L,00941257,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,5L,00982441,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,8L,00982442,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,16,00941781,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,17,00941758,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,1,00940833,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,9L,00982443,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,2,00932157,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,5,00931709,73
09,ARCHER,ARCHER COUNTY REGULAR,DALF ENERGY LLC,197641,NOVELLA,O,00611,8,00939798,39
09,ARCHER,ARCHER COUNTY REGULAR,"PRICE, W. W. LUMBER COMPANY",676940,"ANDREWS, M. P.",O,00618,3,00982470,279
09,ARCHER,ARCHER COUNTY REGULAR,"PRICE, W. W. LUMBER COMPANY",676940,"ANDREWS, M. P.",O,00618,1,00982469,279
04,ZAPATA,DAVY CROCKETT (CROCKETT SD.),"SATCO, INC.",748743,"VELA, ADRIAN",O,00628,1,50502011,267
04,ZAPATA,DAVY CROCKETT (CROCKETT SD.),"SATCO, INC.",748743,"VELA, ADRIAN",O,00628,2,50502009,279
02,VICTORIA,"HELEN GOHLKE, W. (WILCOX)","CAMOIL, INC.",127449,"KUESTER, CHAS.",O,00640,5,46900048,80
03,GALVESTON,"HITCHCOCK ( 5,100 MIOCENE)",API OPERATING CO.,028656,"STEWART, MACO",G,006565,22 L,16701105,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG -A-,O,00667,1,17983529,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG -A-,O,00667,2,17983530,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG -A-,O,00667,3,17983531,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SKOOG -A-,O,00667,4,17983532,279
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,HARDEE,O,00677,1,33500293,95
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,HARDEE,O,00677,2,33500294,95
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,HARDEE,O,00677,3W,33500295,98
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,HARDEE,O,00677,4,33500296,95
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,HARDEE,O,00677,5,33531779,95
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,SMALLWOOD-MCCARTY,O,00678,3,33531778,95
08,MITCHELL,"COLEMAN RANCH, N. (CLEAR FORK)","M & M GENERAL CONTRACTORS, INC.",518587,SMALLWOOD-MCCARTY,O,00678,2,33500298,95
10,GRAY,PANHANDLE GRAY COUNTY FIELD,DALF ENERGY LLC,197641,"HOPKINS, MAGGIE",O,00678,1,17983558,279
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SHORT,O,00682,1 A,17983575,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SHORT,O,00682,4 A,17983578,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SHORT,O,00682,1,17983568,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SHORT,O,00682,4,17983571,23
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SHORT,O,00682,6,17983573,151
10,GRAY,PANHANDLE GRAY COUNTY FIELD,"PG-M INTERNATIONAL OPERATING,LLC",631795,SHORT,O,00682,7,17983574,23
7B,CALLAHAN,MCGRAW (CROSS PLAINS),"PROSPECTA ENERGY GROUP, INC.",681481,"JOHNSON, NOAH S.",O,00697,1,05980954,65
03,BURLESON,CHRIESMAN,COMANCHE WELL SERVICE CORP.,169420,"GRAMM, NELLIE K.",O,00699,1,05100007,203
01,ATASCOSA,"IMOGENE, S. (CARRIZO)","TRAVELERS OIL & GAS, INC.",865970,"RICHTER, KATE",O,00700,1,01301223,279
03,LIBERTY,"CLEVELAND, NORTH",B.O. OIL COMPANY,040830,"MACDONALD, ZOE B.",O,00738,4,29100093,279
09,ARCHER,ARCHER COUNTY REGULAR,K-T PRODUCTION,448531,TRIBUNE,O,00739,4,00982908,216
09,ARCHER,ARCHER COUNTY REGULAR,K-T PRODUCTION,448531,TRIBUNE,O,00739,5,00905241,109
09,ARCHER,ARCHER COUNTY REGULAR,K-T PRODUCTION,448531,TRIBUNE,O,00739,3,00982907,216
02,GOLIAD,HORDES CREEK,PEGASUS PETROLEUM CORPORATION,650635,"PEREIRA, DESMOND R.",O,00742,2,17501479,276
7B,CALLAHAN,RED HORSE (MORAN SAND),"WILLIAMS DEVILLE OPERATING, INC.",924647,"JACKSON, ELMA",O,00757,1,05902883,63
7B,CALLAHAN,RED HORSE (MORAN SAND),"WILLIAMS DEVILLE OPERATING, INC.",924647,"JACKSON, ELMA",O,00757,1D,05903051,26
7B,CALLAHAN,RED HORSE (MORAN SAND),"WILLIAMS DEVILLE OPERATING, INC.",924647,"JACKSON, ELMA",O,00757,9,05904611,168
7B,CALLAHAN,RED HORSE (MORAN SAND),"WILLIAMS DEVILLE OPERATING, INC.",924647,"JACKSON, ELMA",O,00757,11,05902604,34
7B,CALLAHAN,RED HORSE (MORAN SAND),"WILLIAMS DEVILLE OPERATING, INC.",924647,"JACKSON, ELMA",O,00757,12,05903047,102
7B,CALLAHAN,RED HORSE (MORAN SAND),"WILLIAMS DEVILLE OPERATING, INC.",924647,"JACKSON, ELMA",O,00757,22,05902722,63
03,FORT BEND,CLODINE,"B & M OPERATING CO., INC.",040753,CINCO RANCH,O,00765,3D,15700952,279
09,ARCHER,ARCHER COUNTY REGULAR,MSB OPERATING,518696,"TURBEVILLE, J. H. -C- NCT-1",O,00766,19,00982995,216
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,11,23331271,212
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,2,23330580,235
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,3,23381022,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,4,23330603,212
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,5,23381023,212
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,7,23330984,212
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,8,23330983,212
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,9,23331272,212
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,CANADIAN RIVER TRADING CO II,128972,LUGINBYHL,O,00766,1,23330602,124
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,32,00935210,219
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,32A,00983045,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,32B,00983046,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,33,00983047,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,34B,00937092,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,1A,00930705,234
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,2,00983032,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,3A,00931494,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,7B,00987369,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,13,00983033,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,21,00983036,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,22,00983037,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,24,00983039,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,25,00983040,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,25A,00983041,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,28,00983042,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,29,00983043,24
09,ARCHER,ARCHER COUNTY REGULAR,APACHE PRODUCTION COMPANY,027237,FERGUSON -B-,O,00775,31,00934998,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,9,00983056,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,10,00983057,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,15,00983062,235
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,17,00983064,27
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,19,00983065,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,23,00930286,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,26,00930323,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,27,00930444,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,A  2,00983067,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,13,00983060,24
09,ARCHER,ARCHER COUNTY REGULAR,ECAPA ENERGY COMPANY,239980,FERGUSON BROS.,O,00776,14,00983061,24
09,ARCHER,ARCHER COUNTY REGULAR,"PRIDEAUX, M. A. JR.",677320,"PRIDEAUX, INEZ",O,00779,1,00983070,279
09,ARCHER,ARCHER COUNTY REGULAR,"PRIDEAUX, M. A. JR.",677320,"PRIDEAUX, INEZ",O,00779,2,00983071,279
01,ATASCOSA,KYOTE,TOMAHAWK PETROLEUM,861695,"ROGERS, THEO. -A-",O,00803,4,01300098,279
01,ATASCOSA,KYOTE,TOMAHAWK PETROLEUM,861695,"ROGERS, THEO. -A-",O,00803,12,01302970,279
06,HARRISON,LONGWOOD (GOODLAND LIME),QUATROS OPERATING COMPANY,684589,"STRANGE, J. -B-",O,00817,1,20380110,239
06,HARRISON,LONGWOOD (GOODLAND LIME),QUATROS OPERATING COMPANY,684589,"STRANGE, J. -B-",O,00817,3,20331140,239
06,HARRISON,LONGWOOD (GOODLAND LIME),T. AND M. PRODUCTION,833773,"RUDD, W. L. -B-",O,00831,8,20300701,215
02,JACKSON,LITTLE KENTUCKY,PETRO-SMITH OPERATING LLC,660313,KRAMER #2,O,00842,1,23900949,262
7B,COLEMAN,COLEMAN COUNTY REGULAR,"SANTA ANNA OPERATING 3, LLC",748098,"BAUGH, D. S.",O,00843,1,08380520,29
7C,UPTON,MCCAMEY,"TRIPP & SONS, LLC",870481,"POWELL, M. C. 852",O,00852,1,46102382,279
7C,UPTON,MCCAMEY,"TRIPP & SONS, LLC",870481,"POWELL, M. C. 852",O,00852,3,46102384,279
01,WILSON,LA VERNIA,SOURCE PETROLEUM INC.,802667,"HATHAWAY, T. C.",O,00858,1,49300406,256
7B,COLEMAN,COLEMAN COUNTY REGULAR,K & W VANPELT COMPANY,448748,"WILDER, C. H.",O,00868,1,08380536,24
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,B  2,23381531,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,B  3,23300541,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C  7,23381549,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C  8,23311771,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C  9,23381551,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C 13,23301565,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,B  6,23381535,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,B  8,23381537,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,B 12,23305199,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C  3,23381545,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C  4,23381546,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C  6,23381548,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,B  1,23381530,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C 15,23381557,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C 16,23381558,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,MAYFIELD -B-C-,O,00872,C 18,23381560,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,21,23381650,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,22,23381651,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,25,23381653,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,26,23381654,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,27,23381655,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,28,23310031,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,2,23381632,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,4,23311840,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,5,23381634,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,8,23381636,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,10,23381638,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,11,23381639,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,12,23381640,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,13,23381641,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,14,23381642,124
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,15,23381643,279
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,16,23381644,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,17,23310020,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,18,23381646,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,20,23310023,23
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"PG-M INTERNATIONAL OPERATING,LLC",631795,STEVENSON -A-,O,00891,9,23381637,23
06,MARION,MARION COUNTY (SHALLOW),"EXECUTIVE PRODUCTION, INC.",256947,"HART, A. S.",O,00892,1,31580041,276
01,WILSON,LA VERNIA,ELAM OIL COMPANY LLC,246553,"SCULL, C. E. EST., DR.",O,00911,1,49300365,41
01,WILSON,LA VERNIA,ELAM OIL COMPANY LLC,246553,"SCULL, C. E. EST., DR.",O,00911,2,49331295,41
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"LOWE, A. F.",O,00913,1,49900967,64
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"LOWE, A. F.",O,00913,2,49900950,120
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"LOWE, A. F.",O,00913,3,49900951,64
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"SPARHAM, D. A.",O,00914,1,49900968,155
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"SPARHAM, D. A.",O,00914,4,49900949,74
08,CRANE,CRANE COWDEN,"TRIPP & SONS, LLC",870481,"HUGHES, ED S. -C-",O,00963,1,10305581,115
08,CRANE,CRANE COWDEN,"TRIPP & SONS, LLC",870481,"HUGHES, ED S. -C-",O,00963,5,10305024,115
08,CRANE,CRANE COWDEN,"TRIPP & SONS, LLC",870481,"HUGHES, ED S. -C-",O,00963,6,10311126,208
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"SPARHAM ""A""",O,00964,2,49900947,76
06,WOOD,MERIGALE-PAUL,"VOGO, INC.",886321,"SPARHAM ""A""",O,00964,3,49931022,76
04,ARANSAS,"FULTON BEACH, WEST (E)","TRYALL, INC",872138,COPANO BAY STATE,O,00969,11 T,00700331,279
04,STARR,CAMERON (FRIO 3900),FALCON PRODUCTION CO.,260263,"LYONS, HELENE",G,009696,1,42701437,224
04,JIM WELLS,CAPTAIN LUCEY (4000),"DOLPHIN PETROLEUM, LP",222226,"DODD, LEONA ESTATE",G,009744,1,24980012,279
04,WEBB,CAROLINA-TEX (2100 MIRANDO),"SEDCO OPERATING, LLC",763159,"LAREDO NATIONAL BANK,TRUSTEE",G,009784,1,47901597,209
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"QUEST-TEX ENERGY OPERATING, LLC",684631,NOBLE,O,00995,1,23382333,267
10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,"QUEST-TEX ENERGY OPERATING, LLC",684631,NOBLE,O,00995,5,23382336,116
01,CALDWELL,LULING-BRANYON,"GREAT PLAINS RESOURCES, INC.",328746,"MOORE, MARLIN W.",O,00999,1,05580050,279
01,CALDWELL,LULING-BRANYON,"GREAT PLAINS RESOURCES, INC.",328746,"MOORE, MARLIN W.",O,00999,2,05580051,267
01,CALDWELL,LULING-BRANYON,"GREAT PLAINS RESOURCES, INC.",328746,"MOORE, MARLIN W.",O,00999,2A,05580035,267
